	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	23	23	23	23	23	23	23
	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	23	23	23	23	23	23	23
	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	23	23	23	23	23	23	23
	0	0	0	5	5	5	5	5	5	5	25	25	25	25	25	25	25	25	25	25	25	25	25
	0	0	0	5	7	7	7	10	10	10	25	25	25	25	25	25	25	25	25	25	25	25	25
	0	0	9	14	14	14	14	14	15	15	25	25	25	25	25	25	43	43	43	43	43	43	43
	0	0	9	14	14	14	14	14	15	15	25	25	25	25	25	25	43	43	43	43	43	43	43
	0	10	10	15	15	15	15	15	15	15	25	25	25	25	25	25	43	43	43	43	43	43	43
	0	10	10	15	15	15	15	15	15	20	25	25	25	25	30	30	43	43	43	43	43	43	43
	0	10	10	15	15	15	15	15	15	20	30	30	30	30	30	31	43	43	43	43	43	43	43
	0	10	10	15	15	15	15	15	15	20	35	35	35	35	35	35	48	48	48	48	48	48	48
	0	10	10	15	16	16	16	19	20	20	35	35	35	35	35	35	49	49	49	49	49	49	49
	0	10	10	15	16	16	16	19	24	24	35	35	35	35	35	35	53	53	53	53	53	53	53
	0	10	10	15	17	17	17	20	24	24	40	40	40	40	40	40	53	53	53	53	53	53	53
	0	10	19	24	24	24	24	24	25	25	40	40	40	40	40	40	53	53	53	53	53	53	53
	0	10	19	24	24	24	24	24	25	30	40	40	40	40	40	40	58	58	58	58	58	58	58
	0	10	19	24	24	24	24	24	25	30	40	40	40	40	40	41	58	58	58	58	58	58	58
	0	10	19	24	24	24	24	24	25	30	44	44	44	44	44	44	58	58	58	58	58	58	58
	0	10	19	24	24	24	24	24	29	30	44	44	44	44	45	45	59	59	59	59	59	59	59
	0	10	19	24	24	24	25	25	29	30	45	45	45	45	45	46	62	62	62	62	62	62	62
	0	10	19	24	26	26	26	29	30	30	50	50	50	50	50	50	63	63	63	63	63	63	63
	0	10	19	24	26	26	26	29	34	35	50	50	50	50	50	50	64	64	64	64	64	64	64
	0	10	19	24	26	26	26	29	34	39	50	50	50	50	50	50	68	68	68	68	68	68	68
	0	10	19	24	26	26	26	29	34	39	50	50	50	50	50	50	68	68	68	68	68	68	68
	0	10	19	24	26	26	26	29	34	40	50	50	50	50	50	51	68	68	68	68	68	68	68
	0	10	19	24	26	26	27	30	34	40	50	53	53	53	55	55	68	68	68	68	68	68	68
	0	10	19	24	26	26	34	34	35	40	55	55	55	55	55	56	69	71	71	71	71	71	71
	0	10	19	24	26	26	34	34	39	40	59	59	59	59	59	59	73	73	73	73	73	73	73
	0	10	19	24	26	26	34	34	39	44	59	59	59	59	59	59	74	74	74	74	74	74	74
	0	10	19	24	26	28	34	34	39	44	60	60	60	60	60	60	77	77	77	77	77	77	77
	0	10	19	24	26	28	34	34	39	45	60	60	60	60	60	60	77	77	77	77	77	77	77
	0	10	19	24	26	28	34	34	39	49	60	60	60	60	60	61	78	78	78	78	78	78	78
	0	10	19	24	26	28	36	39	40	49	60	60	60	60	64	64	78	78	78	78	78	78	78
	0	10	19	24	26	28	36	39	44	49	64	64	64	64	64	65	79	79	79	79	79	79	79
	0	10	19	24	26	28	36	39	44	49	64	64	64	64	65	65	82	82	82	82	82	82	82
	0	10	19	24	26	28	36	39	44	49	65	68	68	68	68	68	83	83	83	83	83	83	83
	0	10	19	24	26	28	36	39	44	50	69	69	69	69	69	69	83	86	86	86	86	86	86
	0	10	19	24	26	28	36	39	44	54	69	69	69	69	69	69	86	86	86	86	86	86	86
	0	10	19	24	26	28	36	41	44	54	69	69	69	69	69	70	87	87	87	87	87	87	87
	0	10	19	24	26	28	36	41	49	54	69	69	69	69	69	70	87	87	87	87	87	87	87
	0	10	19	24	26	28	36	41	49	54	69	69	69	69	73	73	88	88	88	88	88	88	88
	0	10	19	24	26	28	38	41	49	54	70	73	73	73	74	74	88	91	91	91	91	91	91
	0	10	19	24	26	28	38	41	49	55	74	74	74	74	74	75	91	92	92	92	92	92	92
	0	10	19	24	26	28	38	41	49	59	74	74	74	74	74	75	92	92	92	92	92	92	92
	0	10	19	24	26	28	38	41	49	59	74	78	78	78	78	78	93	95	95	95	95	95	95
	0	10	19	24	26	28	38	41	51	59	74	78	78	78	78	78	93	96	96	96	96	96	96
	0	10	19	24	26	28	38	41	51	59	74	78	78	78	78	79	96	96	96	96	96	96	96
	0	10	19	24	26	28	38	43	51	59	75	78	78	78	79	80	96	97	97	97	97	97	97
